,nvars,nclauses,POSNEG-RATIO-CLAUSE-mean,POSNEG-RATIO-CLAUSE-coeff-variation,POSNEG-RATIO-CLAUSE-entropy,VCG-CLAUSE-mean,VCG-CLAUSE-coeff-variation,VCG-CLAUSE-entropy,UNARY,BINARY+,TRINARY+,VCG-VAR-mean,VCG-VAR-coeff-variation,VCG-VAR-entropy,POSNEG-RATIO-VAR-mean,POSNEG-RATIO-VAR-stdev,POSNEG-RATIO-VAR-entropy,HORNY-VAR-mean,HORNY-VAR-coeff-variation,HORNY-VAR-entropy,VG-mean,VG-coeff-variation,CG-mean,CG-coeff-variation,CG-entropy,cluster-coeff-mean,cluster-coeff-coeff-variation,cluster-coeff-entropy
SWGCP_only_5000/SWlin2006.15567.cnf,1530,12240,1,0,0,0.001960784,0.881917104,0.376770161,0,0.875,0.875,0.001960784,0.033004918,0.532764303,0.166847858,0.005509527,0.532764303,0.001143791,0.02828993,0.532764303,0.004411765,0.036672131,0.00235206,1.142295444,1.658789348,0.110120441,0.449767131,1.317252955
SWGCP_only_5000/SWlin2006.15568.cnf,880,7040,1,0,0,0.003409091,0.881917104,0.376770161,0,0.875,0.875,0.003409091,0.029462783,0.463413559,0.166812354,0.004959803,0.463413559,0.001988636,0.025253814,0.463413559,0.007670455,0.032736425,0.004088246,1.142138598,1.567608109,0.110117816,0.449315642,1.26008182
SWGCP_only_5000/SWlin2006.15569.cnf,945,7560,1,0,0,0.003174603,0.881917104,0.376770161,0,0.875,0.875,0.003174603,0.032075015,0.500480963,0.166843034,0.005523991,0.500480963,0.001851852,0.02749287,0.500480963,0.007142857,0.035638906,0.003807809,1.142232015,1.613857141,0.110120414,0.449725037,1.311827045
SWGCP_only_5000/SWlin2006.15570.cnf,2125,17000,1,0,0,0.001411765,0.881917104,0.376770161,0,0.875,0.875,0.001411765,0.031311215,0.504949458,0.166831208,0.005270676,0.504949458,0.000823529,0.026838184,0.504949458,0.003176471,0.034790238,0.001693253,1.142208329,1.616421425,0.110118544,0.449553067,1.280469961
SWGCP_only_5000/SWlin2006.15571.cnf,1930,15440,1,0,0,0.001554404,0.881917104,0.376770161,0,0.875,0.875,0.001554404,0.033398037,0.536988233,0.166854389,0.005645076,0.536988233,0.000906736,0.028626889,0.536988233,0.003497409,0.03710893,0.001864647,1.142301368,1.656694688,0.11012061,0.449855859,1.317829423
SWGCP_only_5000/SWlin2006.15572.cnf,865,6920,1,0,0,0.003468208,0.881917104,0.376770161,0,0.875,0.875,0.003468208,0.034702146,0.538599712,0.166869932,0.005891176,0.538599712,0.002023121,0.029744696,0.538599712,0.007803468,0.03855794,0.004160889,1.142317975,1.646086048,0.110118546,0.450053208,1.319159762
SWGCP_only_5000/SWlin2006.15573.cnf,2025,16200,1,0,0,0.001481481,0.881917104,0.376770161,0,0.875,0.875,0.001481481,0.032605216,0.506681462,0.166844349,0.005476248,0.506681462,0.000864198,0.027947328,0.506681462,0.003333333,0.036228018,0.001777054,1.142273761,1.616091436,0.110119888,0.449725013,1.299480334
SWGCP_only_5000/SWlin2006.15574.cnf,1670,13360,1,0,0,0.001796407,0.881917104,0.376770161,0,0.875,0.875,0.001796407,0.032242635,0.525953942,0.166841143,0.005427304,0.525953942,0.001047904,0.027636544,0.525953942,0.004041916,0.03582515,0.002154747,1.142266389,1.65313444,0.110120916,0.449686001,1.308863944
SWGCP_only_5000/SWlin2006.15575.cnf,1140,9120,1,0,0,0.002631579,0.881917104,0.376770161,0,0.875,0.875,0.002631579,0.033113309,0.530133814,0.166848502,0.005512148,0.530133814,0.001535088,0.028382836,0.530133814,0.005921053,0.036792565,0.003156741,1.142327025,1.6637272,0.110122307,0.449778546,1.321512641
SWGCP_only_5000/SWlin2006.15576.cnf,1025,8200,1,0,0,0.002926829,0.881917104,0.376770161,0,0.875,0.875,0.002926829,0.03292432,0.494224578,0.166855421,0.005764365,0.494224578,0.001707317,0.028220846,0.494224578,0.006585366,0.036582578,0.003510857,1.142222432,1.592672568,0.110118832,0.449890144,1.320884704
SWGCP_only_5000/SWlin2006.15577.cnf,1705,13640,1,0,0,0.001759531,0.881917104,0.376770161,0,0.875,0.875,0.001759531,0.029245982,0.458561155,0.166810218,0.004923338,0.458561155,0.001026393,0.025067985,0.458561155,0.003958944,0.032495536,0.002110029,1.142140644,1.561609831,0.110118407,0.449289452,1.25321005
SWGCP_only_5000/SWlin2006.15578.cnf,1240,9920,1,0,0,0.002419355,0.881917104,0.376770161,0,0.875,0.875,0.002419355,0.032620057,0.520108817,0.166843237,0.005433336,0.520108817,0.00141129,0.027960049,0.520108817,0.005443548,0.036244507,0.002902047,1.142301796,1.649671832,0.110121379,0.44970695,1.298134864
SWGCP_only_5000/SWlin2006.15579.cnf,1240,9920,1,0,0,0.002419355,0.881917104,0.376770161,0,0.875,0.875,0.002419355,0.031750032,0.499426505,0.166833838,0.005285444,0.499426505,0.00141129,0.027214313,0.499426505,0.005443548,0.035277813,0.002901844,1.142254618,1.620896001,0.11012019,0.449588013,1.288623553
SWGCP_only_5000/SWlin2006.15580.cnf,2050,16400,1,0,0,0.001463415,0.881917104,0.376770161,0,0.875,0.875,0.001463415,0.031878836,0.517746313,0.166837228,0.005366129,0.517746313,0.000853659,0.027324716,0.517746313,0.003292683,0.035420929,0.00175528,1.14223492,1.63522251,0.11011928,0.449631633,1.2955685
SWGCP_only_5000/SWlin2006.15581.cnf,1340,10720,1,0,0,0.002238806,0.881917104,0.376770161,0,0.875,0.875,0.002238806,0.031379293,0.492180746,0.166834534,0.005372412,0.492180746,0.00130597,0.026896537,0.492180746,0.005037313,0.034865881,0.00268521,1.142189349,1.592703018,0.110118375,0.449608734,1.291455319
SWGCP_only_5000/SWlin2006.15582.cnf,2470,19760,1,0,0,0.001214575,0.881917104,0.376770161,0,0.875,0.875,0.001214575,0.033113309,0.525766291,0.166850086,0.005564,0.525766291,0.000708502,0.028382836,0.525766291,0.002732794,0.036792565,0.001456957,1.142301101,1.643321677,0.110120938,0.44980089,1.318332045
SWGCP_only_5000/SWlin2006.15583.cnf,695,5560,1,0,0,0.004316547,0.881917104,0.376770161,0,0.875,0.875,0.004316547,0.033152989,0.516053844,0.166847541,0.005479166,0.516053844,0.002517986,0.028416848,0.516053844,0.00971223,0.036836655,0.00517798,1.142365206,1.664681308,0.11012451,0.449769356,1.314170797
SWGCP_only_5000/SWlin2006.15584.cnf,1445,11560,1,0,0,0.002076125,0.881917104,0.376770161,0,0.875,0.875,0.002076125,0.032515929,0.520372568,0.166846533,0.005554149,0.520372568,0.001211073,0.027870797,0.520372568,0.00467128,0.03612881,0.002490317,1.142239676,1.62719094,0.110119104,0.449758809,1.30852596
SWGCP_only_5000/SWlin2006.15585.cnf,2355,18840,1,0,0,0.001273885,0.881917104,0.376770161,0,0.875,0.875,0.001273885,0.032581761,0.511358128,0.166844196,0.005473983,0.511358128,0.0007431,0.027927223,0.511358128,0.002866242,0.036201956,0.001528037,1.142284982,1.627459449,0.110120649,0.449722264,1.29612813
SWGCP_only_5000/SWlin2006.15586.cnf,1240,9920,1,0,0,0.002419355,0.881917104,0.376770161,0,0.875,0.875,0.002419355,0.034293954,0.523986437,0.166867675,0.005896589,0.523986437,0.00141129,0.029394818,0.523986437,0.005443548,0.038104393,0.002902453,1.142329016,1.633951724,0.110121357,0.450036741,1.323151158
SWGCP_only_5000/SWlin2006.15587.cnf,900,7200,1,0,0,0.003333333,0.881917104,0.376770161,0,0.875,0.875,0.003333333,0.034020691,0.54616416,0.166858142,0.005650289,0.54616416,0.001944444,0.029160592,0.54616416,0.0075,0.037800768,0.003998843,1.142320402,1.671101489,0.110118811,0.449887859,1.314457425
SWGCP_only_5000/SWlin2006.15588.cnf,1505,12040,1,0,0,0.001993355,0.881917104,0.376770161,0,0.875,0.875,0.001993355,0.03112864,0.488347484,0.166827635,0.005190408,0.488347484,0.001162791,0.026681692,0.488347484,0.00448505,0.034587378,0.002390771,1.142214268,1.592125243,0.11011872,0.449506452,1.273878747
SWGCP_only_5000/SWlin2006.15589.cnf,715,5720,1,0,0,0.004195804,0.881917104,0.376770161,0,0.875,0.875,0.004195804,0.032686023,0.505667725,0.166850865,0.005663317,0.505667725,0.002447552,0.028016591,0.505667725,0.009440559,0.036317803,0.005032948,1.142254826,1.623774949,0.110121014,0.449828853,1.31748929
SWGCP_only_5000/SWlin2006.15590.cnf,1415,11320,1,0,0,0.002120141,0.881917104,0.376770161,0,0.875,0.875,0.002120141,0.031329649,0.49201748,0.166829637,0.005221386,0.49201748,0.001236749,0.026853985,0.49201748,0.004770318,0.034810721,0.002542874,1.142229595,1.598768325,0.110119439,0.449534078,1.284747289
SWGCP_only_5000/SWlin2006.15591.cnf,980,7840,1,0,0,0.003061224,0.881917104,0.376770161,0,0.875,0.875,0.003061224,0.031497039,0.487575589,0.166836735,0.005424551,0.487575589,0.001785714,0.026997462,0.487575589,0.006887755,0.03499671,0.003671647,1.142204943,1.596162725,0.110119749,0.449643852,1.303050001
SWGCP_only_5000/SWlin2006.15592.cnf,1150,9200,1,0,0,0.002608696,0.881917104,0.376770161,0,0.875,0.875,0.002608696,0.032969024,0.526877072,0.166852133,0.005649525,0.526877072,0.001521739,0.028259163,0.526877072,0.005869565,0.036632249,0.003129253,1.142282711,1.659887292,0.11012157,0.449837794,1.322555823
SWGCP_only_5000/SWlin2006.15593.cnf,1065,8520,1,0,0,0.002816901,0.881917104,0.376770161,0,0.875,0.875,0.002816901,0.033294187,0.532947381,0.166850364,0.005538562,0.532947381,0.001643192,0.028537874,0.532947381,0.006338028,0.036993541,0.003379097,1.1422907,1.652397824,0.110118703,0.449790861,1.305659872
SWGCP_only_5000/SWlin2006.15594.cnf,1325,10600,1,0,0,0.002264151,0.881917104,0.376770161,0,0.875,0.875,0.002264151,0.032376195,0.528968009,0.166842591,0.005449763,0.528968009,0.001320755,0.027751025,0.528968009,0.00509434,0.03597355,0.002715824,1.142261262,1.645952234,0.110120307,0.449704237,1.314756005
SWGCP_only_5000/SWlin2006.15595.cnf,1190,9520,1,0,0,0.002521008,0.881917104,0.376770161,0,0.875,0.875,0.002521008,0.029586317,0.466180646,0.166813579,0.004980581,0.466180646,0.001470588,0.0253597,0.466180646,0.005672269,0.032873685,0.003023268,1.142131732,1.558404007,0.110116829,0.449327285,1.251866554
SWGCP_only_5000/SWlin2006.15596.cnf,1640,13120,1,0,0,0.001829268,0.881917104,0.376770161,0,0.875,0.875,0.001829268,0.031878836,0.507303821,0.16683936,0.005438871,0.507303821,0.001067073,0.027324716,0.507303821,0.004115854,0.035420929,0.002194099,1.142218976,1.615835198,0.110118872,0.449665367,1.292810626
SWGCP_only_5000/SWlin2006.15597.cnf,515,4120,1,0,0,0.005825243,0.881917104,0.376770161,0,0.875,0.875,0.005825243,0.028444006,0.440657836,0.166802453,0.004788441,0.440657836,0.003398058,0.024380577,0.440657836,0.013106796,0.031604451,0.006985225,1.142084259,1.528322171,0.110115965,0.449186533,1.241532062
SWGCP_only_5000/SWlin2006.15598.cnf,540,4320,1,0,0,0.005555556,0.881917104,0.376770161,0,0.875,0.875,0.005555556,0.030003429,0.475534453,0.16681775,0.005050736,0.475534453,0.003240741,0.025717225,0.475534453,0.0125,0.033337144,0.006662594,1.142155045,1.575598346,0.110117541,0.449380456,1.253492455
SWGCP_only_5000/SWlin2006.15599.cnf,1210,9680,1,0,0,0.002479339,0.881917104,0.376770161,0,0.875,0.875,0.002479339,0.032141217,0.523665519,0.166840047,0.005410251,0.523665519,0.001446281,0.027549615,0.523665519,0.005578512,0.035712464,0.002973883,1.142235147,1.636975076,0.11011878,0.449667486,1.30576171
SWGCP_only_5000/SWlin2006.15600.cnf,1435,11480,1,0,0,0.002090592,0.881917104,0.376770161,0,0.875,0.875,0.002090592,0.032629029,0.51000781,0.166846046,0.005524598,0.51000781,0.001219512,0.027967739,0.51000781,0.004703833,0.036254476,0.002507694,1.142238699,1.608732047,0.110118046,0.449749002,1.296468053
SWGCP_only_5000/SWlin2006.15601.cnf,620,4960,1,0,0,0.00483871,0.881917104,0.376770161,0,0.875,0.875,0.00483871,0.031750032,0.475579886,0.166841492,0.005535557,0.475579886,0.002822581,0.027214313,0.475579886,0.010887097,0.035277813,0.005803688,1.142193911,1.578860713,0.110119025,0.449709293,1.299546431
SWGCP_only_5000/SWlin2006.15602.cnf,2275,18200,1,0,0,0.001318681,0.881917104,0.376770161,0,0.875,0.875,0.001318681,0.033606936,0.53541172,0.166855562,0.005646319,0.53541172,0.000769231,0.028805945,0.53541172,0.002967033,0.03734104,0.001581904,1.14232301,1.663300735,0.110121181,0.449869302,1.31867471
SWGCP_only_5000/SWlin2006.15603.cnf,1305,10440,1,0,0,0.002298851,0.881917104,0.376770161,0,0.875,0.875,0.002298851,0.031797304,0.501573967,0.166839036,0.005443908,0.501573967,0.001340996,0.027254832,0.501573967,0.005172414,0.035330338,0.002757318,1.142211574,1.599291842,0.110118659,0.44966237,1.286184033
SWGCP_only_5000/SWlin2006.15604.cnf,1480,11840,1,0,0,0.002027027,0.881917104,0.376770161,0,0.875,0.875,0.002027027,0.032851244,0.528652968,0.166846104,0.005481905,0.528652968,0.001182432,0.028158209,0.528652968,0.004560811,0.036501382,0.002431491,1.142314629,1.659742641,0.110122341,0.449749831,1.31726791
SWGCP_only_5000/SWlin2006.15605.cnf,745,5960,1,0,0,0.004026846,0.881917104,0.376770161,0,0.875,0.875,0.004026846,0.028964222,0.452262469,0.166807465,0.004875945,0.452262469,0.002348993,0.024826476,0.452262469,0.009060403,0.032182469,0.004828893,1.142123933,1.557076076,0.110117927,0.449255062,1.256700594
SWGCP_only_5000/SWlin2006.15606.cnf,1210,9680,1,0,0,0.002479339,0.881917104,0.376770161,0,0.875,0.875,0.002479339,0.032141217,0.508221864,0.166842937,0.00550782,0.508221864,0.001446281,0.027549615,0.508221864,0.005578512,0.035712464,0.002973883,1.142218776,1.620153291,0.110118621,0.449713825,1.302395109
SWGCP_only_5000/SWlin2006.15607.cnf,980,7840,1,0,0,0.003061224,0.881917104,0.376770161,0,0.875,0.875,0.003061224,0.027919141,0.428985485,0.166797488,0.004700152,0.428985485,0.001785714,0.023930693,0.428985485,0.006887755,0.031021268,0.003670671,1.142070082,1.516692916,0.110115942,0.449122787,1.226991954
SWGCP_only_5000/SWlin2006.15608.cnf,2435,19480,1,0,0,0.001232033,0.881917104,0.376770161,0,0.875,0.875,0.001232033,0.032484047,0.519604134,0.166844176,0.005487054,0.519604134,0.000718686,0.027843469,0.519604134,0.002772074,0.036093386,0.001477823,1.142261691,1.627020908,0.110120161,0.449727855,1.309006476
SWGCP_only_5000/SWlin2006.15609.cnf,2430,19440,1,0,0,0.001234568,0.881917104,0.376770161,0,0.875,0.875,0.001234568,0.033810034,0.542291315,0.166857902,0.005681187,0.542291315,0.000720165,0.028980029,0.542291315,0.002777778,0.037566705,0.001481026,1.142328747,1.66464296,0.110120954,0.449896772,1.31963186
SWGCP_only_5000/SWlin2006.15610.cnf,2300,18400,1,0,0,0.001304348,0.881917104,0.376770161,0,0.875,0.875,0.001304348,0.031083494,0.492746516,0.166827737,0.005199954,0.492746516,0.00076087,0.026642995,0.492746516,0.002934783,0.034537215,0.00156439,1.142201621,1.598293802,0.110118079,0.44950661,1.273540042
SWGCP_only_5000/SWlin2006.15611.cnf,785,6280,1,0,0,0.003821656,0.881917104,0.376770161,0,0.875,0.875,0.003821656,0.033912172,0.539333296,0.166856498,0.005620545,0.539333296,0.002229299,0.029067576,0.539333296,0.008598726,0.037680191,0.004584618,1.142339282,1.67169175,0.110120258,0.449868757,1.307154941
SWGCP_only_5000/SWlin2006.15612.cnf,1575,12600,1,0,0,0.001904762,0.881917104,0.376770161,0,0.875,0.875,0.001904762,0.033200795,0.502866951,0.16684691,0.005454225,0.502866951,0.001111111,0.028457824,0.502866951,0.004285714,0.036889772,0.002284895,1.142314869,1.615256822,0.11011909,0.449739153,1.27080171
SWGCP_only_5000/SWlin2006.15613.cnf,1630,13040,1,0,0,0.001840491,0.881917104,0.376770161,0,0.875,0.875,0.001840491,0.032635852,0.509398007,0.16684236,0.005405843,0.509398007,0.00107362,0.027973587,0.509398007,0.004141104,0.036262058,0.002207695,1.142312208,1.628584426,0.110121602,0.4496945,1.288641387
SWGCP_only_5000/SWlin2006.15614.cnf,1715,13720,1,0,0,0.001749271,0.881917104,0.376770161,0,0.875,0.875,0.001749271,0.033671751,0.488897033,0.166853166,0.005573044,0.488897033,0.001020408,0.028861501,0.488897033,0.00393586,0.037413057,0.002098456,1.142355493,1.610159518,0.110121601,0.449832533,1.282293615
SWGCP_only_5000/SWlin2006.15615.cnf,1550,12400,1,0,0,0.001935484,0.881917104,0.376770161,0,0.875,0.875,0.001935484,0.032791292,0.511409618,0.166843909,0.005427865,0.511409618,0.001129032,0.028106822,0.511409618,0.004354839,0.036434769,0.00232167,1.1423272,1.640395536,0.110121928,0.449711284,1.286920237
SWGCP_only_5000/SWlin2006.15616.cnf,1120,8960,1,0,0,0.002678571,0.881917104,0.376770161,0,0.875,0.875,0.002678571,0.030496877,0.467195976,0.166825882,0.005244628,0.467195976,0.0015625,0.026140181,0.467195976,0.006026786,0.033885419,0.003212442,1.142155194,1.562433066,0.110118038,0.449500059,1.279316493
SWGCP_only_5000/SWlin2006.15617.cnf,2090,16720,1,0,0,0.001435407,0.881917104,0.376770161,0,0.875,0.875,0.001435407,0.033113309,0.53897118,0.166852366,0.005628755,0.53897118,0.000837321,0.028382836,0.53897118,0.003229665,0.036792565,0.001721858,1.142293229,1.66241125,0.110121662,0.44983815,1.324509708
SWGCP_only_5000/SWlin2006.15618.cnf,1775,14200,1,0,0,0.001690141,0.881917104,0.376770161,0,0.875,0.875,0.001690141,0.031274443,0.494239032,0.166832792,0.00533302,0.494239032,0.000985915,0.026806665,0.494239032,0.003802817,0.034749381,0.002027128,1.142194965,1.601176369,0.110118564,0.449582204,1.287395115
SWGCP_only_5000/SWlin2006.15619.cnf,1215,9720,1,0,0,0.002469136,0.881917104,0.376770161,0,0.875,0.875,0.002469136,0.032953945,0.527645675,0.166846871,0.00548889,0.527645675,0.001440329,0.028246239,0.527645675,0.005555556,0.036615495,0.002961841,1.142274107,1.631772447,0.11011845,0.449746961,1.298911627
SWGCP_only_5000/SWlin2006.15620.cnf,1000,8000,1,0,0,0.003,0.881917104,0.376770161,0,0.875,0.875,0.003,0.028867513,0.450102653,0.166806527,0.004859679,0.450102653,0.00175,0.024743583,0.450102653,0.00675,0.032075015,0.0035975,1.142119026,1.541739943,0.110117982,0.449245614,1.262607223
SWGCP_only_5000/SWlin2006.15621.cnf,1830,14640,1,0,0,0.001639344,0.881917104,0.376770161,0,0.875,0.875,0.001639344,0.03200922,0.520687472,0.166838626,0.005388055,0.520687472,0.000956284,0.027436474,0.520687472,0.003688525,0.0355658,0.001966317,1.142264475,1.646341321,0.110121407,0.449655934,1.307029381
SWGCP_only_5000/SWlin2006.15622.cnf,650,5200,1,0,0,0.004615385,0.881917104,0.376770161,0,0.875,0.875,0.004615385,0.032686023,0.53596105,0.166845975,0.00550186,0.53596105,0.002692308,0.028016591,0.53596105,0.010384615,0.036317803,0.005536243,1.142255935,1.652036182,0.110118617,0.44973807,1.295924557
SWGCP_only_5000/SWlin2006.15623.cnf,625,5000,1,0,0,0.0048,0.881917104,0.376770161,0,0.875,0.875,0.0048,0.031622777,0.472802302,0.166840093,0.005513392,0.472802302,0.0028,0.027105237,0.472802302,0.0108,0.035136418,0.0057572,1.142151019,1.516550942,0.110116349,0.449689705,1.273246417
SWGCP_only_5000/SWlin2006.15624.cnf,560,4480,1,0,0,0.005357143,0.881917104,0.376770161,0,0.875,0.875,0.005357143,0.031497039,0.509137344,0.166833167,0.005301926,0.509137344,0.003125,0.026997462,0.509137344,0.012053571,0.03499671,0.006425383,1.142175631,1.596837482,0.110115374,0.449568741,1.269456048
SWGCP_only_5000/SWlin2006.15625.cnf,745,5960,1,0,0,0.004026846,0.881917104,0.376770161,0,0.875,0.875,0.004026846,0.030530971,0.48738589,0.16682311,0.00513946,0.48738589,0.002348993,0.026169404,0.48738589,0.009060403,0.033923301,0.004829456,1.14217597,1.589475746,0.110118259,0.449453373,1.281054941
SWGCP_only_5000/SWlin2006.15626.cnf,2325,18600,1,0,0,0.001290323,0.881917104,0.376770161,0,0.875,0.875,0.001290323,0.034994453,0.526069962,0.166872411,0.005917469,0.526069962,0.000752688,0.029995245,0.526069962,0.002903226,0.038882725,0.001548069,1.142417957,1.655600768,0.110125485,0.450105063,1.33441935
SWGCP_only_5000/SWlin2006.15627.cnf,1845,14760,1,0,0,0.001626016,0.881917104,0.376770161,0,0.875,0.875,0.001626016,0.032463817,0.530945557,0.166843545,0.005464496,0.530945557,0.000948509,0.027826129,0.530945557,0.003658537,0.036070908,0.001950402,1.142284237,1.659889266,0.110121946,0.449720838,1.321891478
SWGCP_only_5000/SWlin2006.15628.cnf,2275,18200,1,0,0,0.001318681,0.881917104,0.376770161,0,0.875,0.875,0.001318681,0.032686023,0.529814169,0.166847511,0.00555311,0.529814169,0.000769231,0.028016591,0.529814169,0.002967033,0.036317803,0.001581784,1.142238522,1.635155476,0.110118231,0.449765846,1.312059598
SWGCP_only_5000/SWlin2006.15629.cnf,525,4200,1,0,0,0.005714286,0.881917104,0.376770161,0,0.875,0.875,0.005714286,0.034503278,0.536160736,0.166873127,0.006015037,0.536160736,0.003333333,0.029574238,0.536160736,0.012857143,0.038336976,0.006855442,1.142296061,1.652726812,0.110120098,0.450113901,1.344689122
SWGCP_only_5000/SWlin2006.15630.cnf,1000,8000,1,0,0,0.003,0.881917104,0.376770161,0,0.875,0.875,0.003,0.032274861,0.484522971,0.166842491,0.005479551,0.484522971,0.00175,0.027664167,0.484522971,0.00675,0.035860957,0.003598438,1.142251109,1.590175708,0.110119861,0.449709694,1.287532788
SWGCP_only_5000/SWlin2006.15631.cnf,810,6480,1,0,0,0.003703704,0.881917104,0.376770161,0,0.875,0.875,0.003703704,0.029280349,0.459330014,0.166810556,0.004929118,0.459330014,0.002160494,0.025097442,0.459330014,0.008333333,0.032533721,0.004441491,1.142133559,1.564168989,0.110117892,0.449293508,1.259289179
SWGCP_only_5000/SWlin2006.15632.cnf,2125,17000,1,0,0,0.001411765,0.881917104,0.376770161,0,0.875,0.875,0.001411765,0.031311215,0.497233414,0.166832853,0.005327911,0.497233414,0.000823529,0.026838184,0.497233414,0.003176471,0.034790238,0.001693253,1.142202735,1.600078881,0.110119031,0.449583815,1.291277698
SWGCP_only_5000/SWlin2006.15633.cnf,2220,17760,1,0,0,0.001351351,0.881917104,0.376770161,0,0.875,0.875,0.001351351,0.034020691,0.544806575,0.166860242,0.005715755,0.544806575,0.000788288,0.029160592,0.544806575,0.003040541,0.037800768,0.001621152,1.1423537,1.668484047,0.11012252,0.449932486,1.332414882
SWGCP_only_5000/SWlin2006.15634.cnf,830,6640,1,0,0,0.003614458,0.881917104,0.376770161,0,0.875,0.875,0.003614458,0.030337239,0.483031095,0.166821131,0.005106878,0.483031095,0.002108434,0.026003348,0.483031095,0.00813253,0.033708043,0.004334809,1.142190956,1.604473015,0.1101198,0.449430964,1.27727121
SWGCP_only_5000/SWlin2006.15635.cnf,780,6240,1,0,0,0.003846154,0.881917104,0.376770161,0,0.875,0.875,0.003846154,0.031294484,0.504572487,0.166831032,0.005267863,0.504572487,0.00224359,0.026823843,0.504572487,0.008653846,0.034771649,0.004613022,1.142234757,1.634901173,0.110120734,0.449556801,1.288119449
SWGCP_only_5000/SWlin2006.15636.cnf,1675,13400,1,0,0,0.001791045,0.881917104,0.376770161,0,0.875,0.875,0.001791045,0.03345748,0.519893692,0.166857222,0.00572618,0.519893692,0.001044776,0.02867784,0.519893692,0.004029851,0.037174978,0.00214853,1.142293994,1.645911888,0.110120695,0.449899854,1.318054223
SWGCP_only_5000/SWlin2006.15637.cnf,2415,19320,1,0,0,0.001242236,0.881917104,0.376770161,0,0.875,0.875,0.001242236,0.031724458,0.498255705,0.166833512,0.005279497,0.498255705,0.000724638,0.027192392,0.498255705,0.002795031,0.035249398,0.001489971,1.142248349,1.614542121,0.110119471,0.449579533,1.27657736
SWGCP_only_5000/SWlin2006.15638.cnf,2230,17840,1,0,0,0.001345291,0.881917104,0.376770161,0,0.875,0.875,0.001345291,0.032539118,0.526227215,0.166845934,0.005529672,0.526227215,0.000784753,0.027890673,0.526227215,0.003026906,0.036154576,0.001613684,1.142252072,1.639010979,0.110119881,0.449751943,1.319753877
SWGCP_only_5000/SWlin2006.15639.cnf,650,5200,1,0,0,0.004615385,0.881917104,0.376770161,0,0.875,0.875,0.004615385,0.032686023,0.53596105,0.166845975,0.00550186,0.53596105,0.002692308,0.028016591,0.53596105,0.010384615,0.036317803,0.005536243,1.142237652,1.636668605,0.110117067,0.449733322,1.287348492
SWGCP_only_5000/SWlin2006.15640.cnf,1735,13880,1,0,0,0.001729107,0.881917104,0.376770161,0,0.875,0.875,0.001729107,0.033477115,0.499218542,0.1668514,0.005556252,0.499218542,0.001008646,0.02869467,0.499218542,0.00389049,0.037196795,0.002074232,1.142346648,1.614771685,0.110121563,0.449813254,1.308472673
SWGCP_only_5000/SWlin2006.15641.cnf,1245,9960,1,0,0,0.002409639,0.881917104,0.376770161,0,0.875,0.875,0.002409639,0.030793463,0.458486469,0.166826614,0.005223047,0.458486469,0.001405622,0.026394397,0.458486469,0.005421687,0.034214959,0.002889974,1.142182643,1.555747014,0.110117974,0.449501074,1.26360568
SWGCP_only_5000/SWlin2006.15642.cnf,875,7000,1,0,0,0.003428571,0.881917104,0.376770161,0,0.875,0.875,0.003428571,0.032120804,0.499217003,0.166843823,0.005541371,0.499217003,0.002,0.027532117,0.499217003,0.007714286,0.035689782,0.004112449,1.14224841,1.615590423,0.110121312,0.449734658,1.297252944
SWGCP_only_5000/SWlin2006.15643.cnf,2210,17680,1,0,0,0.001357466,0.881917104,0.376770161,0,0.875,0.875,0.001357466,0.033163216,0.534076369,0.1668517,0.005602768,0.534076369,0.000791855,0.028425614,0.534076369,0.003054299,0.036848018,0.001628371,1.14229351,1.656249196,0.110120733,0.44982284,1.320407316
SWGCP_only_5000/SWlin2006.15644.cnf,595,4760,1,0,0,0.005042017,0.881917104,0.376770161,0,0.875,0.875,0.005042017,0.028583098,0.443757284,0.166803784,0.004811838,0.443757284,0.002941176,0.024499798,0.443757284,0.011344538,0.031758997,0.006046095,1.142095807,1.533134222,0.110116351,0.449202371,1.233309682
SWGCP_only_5000/SWlin2006.15645.cnf,660,5280,1,0,0,0.004545455,0.881917104,0.376770161,0,0.875,0.875,0.004545455,0.029012943,0.453350962,0.16680794,0.00488414,0.453350962,0.002651515,0.024868237,0.453350962,0.010227273,0.032236603,0.005450815,1.14214643,1.560528148,0.110119561,0.449265068,1.258447041
SWGCP_only_5000/SWlin2006.15646.cnf,735,5880,1,0,0,0.004081633,0.881917104,0.376770161,0,0.875,0.875,0.004081633,0.032238248,0.46054421,0.166842455,0.005490251,0.46054421,0.002380952,0.027632784,0.46054421,0.009183673,0.035820275,0.004895819,1.142242058,1.568654855,0.11011937,0.449711651,1.278981759
SWGCP_only_5000/SWlin2006.15647.cnf,1875,15000,1,0,0,0.0016,0.881917104,0.376770161,0,0.875,0.875,0.0016,0.033333333,0.52176481,0.166852348,0.005597997,0.52176481,0.000933333,0.028571429,0.52176481,0.0036,0.037037037,0.001919333,1.142303785,1.636823198,0.110120138,0.449825372,1.297170545
SWGCP_only_5000/SWlin2006.15648.cnf,2255,18040,1,0,0,0.001330377,0.881917104,0.376770161,0,0.875,0.875,0.001330377,0.03375564,0.520869564,0.166855318,0.005621813,0.520869564,0.000776053,0.028933405,0.520869564,0.002993348,0.037506266,0.001595955,1.142329528,1.638246352,0.11011986,0.449857532,1.309139565
